"","case_order","uid","state","county","zip","lat","lng","area","time_zone","children","age","income","marital","gender","churn","outage_sec_perweek","email","contacts","yearly_equip_failure","techie","contract","port_modem","tablet","internet_service","phone","multiple","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","paperless_billing","payment_method","tenure","monthly_charge","bandwidth_gb_year","item1","item2","item3","item4","item5","item6","item7","item8"
"1635",1819,"Other","WV","Other",26624,38.71812,-80.80469,"Rural","America/New_York",0,65,11523.97,"Married","Male","Yes",5.953348075,16,0,0,"No","Month-to-month","No","Yes","DSL","Yes","Yes","No","No","Yes","No","No","No","Yes","Mailed Check",3.024806192,137.483594,847.1259509,5,4,4,5,3,4,3,3
"1636",1820,"Other","WV","Other",26338,39.08199,-80.61265,"Rural","America/New_York",2,73,19534.42,"Never Married","Nonbinary","No",7.519178592,16,1,1,"Yes","Two Year","Yes","Yes","Fiber Optic","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Electronic Check",10.27742832,184.978458,1234.044483,4,4,4,4,5,4,4,4
"1637",1821,"Other","TX","Other",77901,28.80493,-96.98473,"Rural","America/Chicago",1,48,82629.53,"Never Married","Female","No",9.816712399,12,0,2,"No","One year","No","Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Bank Transfer(automatic)",12.92578188,169.974105,1333.179191,1,3,2,5,3,2,4,3
"1638",1822,"Other","IL","Other",61328,41.49955,-89.45929,"Urban","America/Chicago",4,39,28420.39,"Widowed","Female","No",5.282356868,11,0,0,"No","Two Year","Yes","Yes","None","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Bank Transfer(automatic)",9.585621689,107.528648,1104.883551,3,4,5,3,3,4,5,4
"1639",1823,"Other","WI","Other",53034,43.34063,-88.60912,"Urban","America/Chicago",1,55,81413.71,"Never Married","Female","No",4.698609875,10,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","No","No","Yes","Electronic Check",14.74280934,124.964303,1222.291008,4,4,4,4,3,3,4,3
"1640",1825,"Other","NC","Washington",27962,35.79077,-76.73861,"Rural","America/New_York",3,44,15944.32,"Widowed","Female","Yes",9.724391204,18,0,1,"Yes","One year","Yes","No","DSL","Yes","No","No","No","No","Yes","Yes","No","No","Electronic Check",3.999140345,129.948316,1048.919831,3,3,4,4,4,4,1,3
"1641",1826,"Other","NY","Monroe",14620,43.12892,-77.60518,"Rural","America/New_York",1,35,38328.57,"Widowed","Male","Yes",8.082617212,7,2,0,"No","Two Year","No","Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Bank Transfer(automatic)",1.251588197,204.961033,661.2094379,5,4,4,3,4,4,4,3
"1642",1827,"Other","TN","Hamilton",37363,35.11404,-85.06429,"Rural","America/New_York",3,40,82560.95,"Widowed","Male","Yes",7.495673471,10,1,0,"No","Month-to-month","Yes","Yes","None","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Mailed Check",12.16872039,200.165175,1711.601451,4,4,4,2,5,4,3,3
"1643",1828,"Other","NH","Other",3816,43.68469,-71.25524,"Suburban","America/New_York",0,34,37667.37,"Separated","Female","Yes",8.337747682,8,1,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Electronic Check",6.624439911,262.610632,1214.05087,3,4,6,2,4,2,3,4
"1644",1829,"Other","OH","Montgomery",45309,39.84262,-84.42149,"Suburban","America/New_York",4,35,89752.5,"Separated","Female","Yes",8.940681932,15,0,0,"Yes","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Bank Transfer(automatic)",5.643360294,262.610632,1253.523378,4,3,4,3,3,1,3,2
"1645",1830,"Other","ME","Other",4922,44.68739,-69.38255,"Urban","America/New_York",1,59,24958.97,"Widowed","Male","Yes",9.170210546,13,1,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","Yes","No","Yes","Yes","No","Credit Card (automatic)",4.499945782,220.132293,955.0519598,3,3,5,4,4,4,2,4
"1646",1831,"Other","WI","Other",54618,43.96743,-90.28807,"Suburban","America/Chicago",3,73,51848.11,"Married","Female","Yes",4.307800217,12,2,2,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Mailed Check",6.57513059,242.628057,1187.692793,3,3,2,2,5,1,2,2
"1647",1832,"Other","IA","Other",50635,42.20208,-92.69932,"Suburban","America/Chicago",4,88,32443.11,"Divorced","Male","Yes",6.969585746,13,1,1,"No","Month-to-month","Yes","No","Fiber Optic","No","Yes","No","Yes","No","No","Yes","No","Yes","Electronic Check",11.76797971,192.440432,1367.183772,4,3,4,4,2,4,4,5
"1648",1833,"Other","NY","Monroe",14614,43.15754,-77.61503,"Suburban","America/New_York",1,34,76175.36,"Never Married","Female","No",7.859430948,14,1,2,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Credit Card (automatic)",13.22141934,192.456745,1398.114035,3,5,4,3,2,3,4,3
"1649",1834,"Other","NY","Other",13155,42.65492,-75.78002,"Rural","America/New_York",1,67,24946.75,"Married","Male","No",7.779697022,13,3,0,"Yes","One year","Yes","Yes","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","Yes","Electronic Check",1.997833268,159.965008,461.4404406,3,4,5,3,5,2,3,3
"1650",1835,"Other","MI","Other",48504,43.05729,-83.74984,"Urban","America/Detroit",0,51,86039.43,"Separated","Male","No",8.683074501,10,1,1,"No","One year","No","No","DSL","Yes","No","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",3.787548072,92.455141,798.4275185,2,2,1,3,1,4,4,4
"1651",1836,"Other","TX","Other",76486,33.02291,-98.0622,"Rural","America/Chicago",4,26,18620.79,"Never Married","Male","No",4.989775216,16,0,0,"No","Two Year","Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Electronic Check",16.00167972,149.974105,2245.475959,3,3,3,5,3,3,4,3
"1652",1837,"Other","NC","Montgomery",27371,35.42019,-79.95885,"Suburban","America/New_York",1,45,19224.29,"Married","Male","No",10.38217336,5,1,0,"No","Two Year","No","No","Fiber Optic","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Electronic Check",11.34130832,222.649979,1636.72261,4,3,4,4,3,4,3,4
"1653",1838,"Other","CA","Other",94118,37.7801,-122.46246,"Urban","America/Los_Angeles",0,52,22433.84,"Married","Male","Yes",14.16841333,15,1,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Electronic Check",5.252073829,265.128318,1164.843819,4,4,5,4,3,5,3,4
"1654",1839,"Other","FL","Other",34685,28.09644,-82.68691,"Urban","America/New_York",0,25,27130.52,"Never Married","Male","Yes",11.12796555,12,2,0,"No","Month-to-month","Yes","No","Fiber Optic","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Electronic Check",18.00704355,194.974431,1946.450068,5,4,4,2,3,4,4,5
"1655",1840,"Other","CA","Other",95425,38.81931,-123.04213,"Suburban","America/Los_Angeles",1,60,39874.59,"Separated","Male","No",5.371697235,13,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","Yes","No","No","No","Yes","No","Yes","Mailed Check",18.29765062,139.95684,1810.920999,3,3,2,4,2,2,3,3
"1656",1843,"Other","MO","Other",65570,37.45537,-92.10184,"Rural","America/Chicago",6,58,13969.34,"Divorced","Male","No",4.373591494,12,1,2,"No","Month-to-month","Yes","Yes","DSL","Yes","No","No","No","No","No","No","No","Yes","Electronic Check",12.24494477,92.455141,1653.165932,4,4,4,4,2,5,4,4
"1657",1844,"Other","IN","Hamilton",46062,40.06175,-86.05543,"Rural","America/Indiana/Indianapolis",0,64,4109.01,"Married","Male","No",10.40233023,12,1,0,"No","Month-to-month","No","Yes","DSL","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Mailed Check",11.46566243,120.004928,1549.605718,5,4,5,4,2,5,5,5
"1658",1845,"Other","MA","Other",1467,42.48772,-71.61729,"Urban","America/New_York",2,74,93637.19,"Never Married","Male","No",6.626472191,7,2,0,"Yes","Two Year","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",9.858971643,112.455141,868.5732588,3,3,4,4,4,4,3,4
"1659",1846,"Other","GA","Other",30457,32.40041,-82.5676,"Urban","America/New_York",3,27,43133.76,"Never Married","Male","Yes",11.60381433,17,1,0,"No","Month-to-month","No","No","None","Yes","No","No","No","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",17.31776736,187.656013,2171.802329,3,3,3,5,2,5,2,5
"1660",1847,"Other","PA","Other",17868,40.95787,-76.634,"Urban","America/New_York",1,51,45245.92,"Divorced","Female","No",6.605688237,10,3,0,"No","Two Year","No","No","Fiber Optic","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Credit Card (automatic)",6.811138598,162.452604,946.1849643,4,2,2,1,3,2,3,2
"1661",1848,"Other","CA","Los Angeles",91768,34.06387,-117.79065,"Rural","America/Los_Angeles",0,59,36034.73,"Widowed","Female","Yes",13.54754868,13,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","No","No","Yes","No","Electronic Check",14.26734448,147.442069,1294.790222,3,3,4,4,3,4,4,4
"1662",1849,"Other","TX","Other",77988,28.83908,-96.88964,"Urban","America/Chicago",0,78,11667.32,"Married","Male","Yes",12.32023424,8,2,1,"Yes","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Credit Card (automatic)",1.360201959,204.963371,509.1865112,4,3,3,3,3,4,4,5
"1663",1850,"Other","Other","Other",89442,39.65972,-119.42131,"Rural","America/Los_Angeles",2,36,25598.66,"Never Married","Female","No",16.60350748,15,2,1,"No","Month-to-month","Yes","No","Fiber Optic","No","Yes","No","No","Yes","No","No","No","No","Electronic Check",11.59782994,157.483594,1210.450532,4,4,4,5,3,4,3,4
"1664",1851,"Other","NJ","Other",7202,40.65273,-74.21625,"Rural","America/New_York",0,84,96624.28,"Married","Male","Yes",7.865190806,12,1,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Electronic Check",7.399248624,190.12704,1483.41562,4,4,4,3,4,4,2,3
"1665",1852,"Other","NY","Other",11716,40.77126,-73.12695,"Urban","America/New_York",1,42,36705.32,"Widowed","Male","No",6.256478572,12,1,1,"No","One year","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Bank Transfer(automatic)",1.358818331,204.979684,567.3209248,3,3,2,2,3,2,3,4
"1666",1853,"Other","NE","Other",69037,40.19799,-101.41163,"Suburban","America/Denver",1,75,68430.88,"Divorced","Female","No",8.470105611,11,0,1,"No","One year","No","No","Fiber Optic","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Credit Card (automatic)",10.5309984,159.983006,990.747598,1,2,2,3,3,1,2,3
"1667",1854,"Other","WI","Other",54874,46.56633,-91.94369,"Rural","America/Chicago",0,39,26838.3,"Widowed","Male","Yes",9.556655457,15,3,0,"No","One year","Yes","No","None","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Electronic Check",9.630236452,187.642236,1329.382263,6,5,3,4,4,2,4,4
"1668",1855,"Other","GA","Other",31829,32.56846,-84.73521,"Urban","America/New_York",0,75,20768.72,"Married","Nonbinary","No",9.957815194,7,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Credit Card (automatic)",19.79804917,204.949594,1862.842794,4,3,5,4,3,4,4,3
"1669",1856,"Other","NY","Other",13696,44.69472,-74.88802,"Urban","America/New_York",3,57,14032.23,"Divorced","Female","No",10.45011354,6,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","No","No","No","No","Electronic Check",16.86058234,112.455141,1446.505628,4,4,3,5,3,3,4,4
"1670",1857,"Other","VA","Other",23027,37.64542,-78.13391,"Urban","America/New_York",4,35,30110.14,"Never Married","Female","No",11.79012709,13,0,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","No","No","No","No","No","Electronic Check",13.40891729,144.960655,1338.549194,3,5,4,4,4,2,4,4
"1671",1858,"Other","ID","Other",83713,43.63894,-116.33394,"Suburban","America/Boise",3,52,46272.07,"Widowed","Female","Yes",10.93180592,12,1,0,"Yes","Two Year","Yes","No","Fiber Optic","No","No","No","No","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",3.857491515,220.132293,939.8765686,4,3,2,2,4,5,3,4
"1672",1859,"Other","LA","Other",70753,30.94498,-91.72703,"Urban","America/Chicago",4,66,39933.38,"Widowed","Male","No",11.38646956,16,1,1,"No","One year","No","No","DSL","Yes","No","No","No","No","No","No","No","No","Mailed Check",8.703568707,92.455141,1275.194778,4,3,5,3,4,3,3,3
"1673",1860,"Other","WV","Other",26047,40.53128,-80.58299,"Suburban","America/New_York",0,24,9964.37,"Married","Nonbinary","No",8.334967001,14,1,0,"No","Two Year","No","No","None","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",20.40555252,242.657291,2422.117328,3,2,2,3,3,2,4,3
"1674",1861,"Other","ID","Other",83827,46.78001,-116.17472,"Suburban","America/Los_Angeles",4,23,25447.24,"Never Married","Male","Yes",10.03692527,11,0,2,"No","Month-to-month","No","No","DSL","No","Yes","No","No","No","Yes","No","No","Yes","Bank Transfer(automatic)",1.747076331,137.469817,922.4502594,3,3,3,3,3,2,2,3
"1675",1862,"Other","TN","Other",38382,35.96724,-88.9928,"Suburban","America/Chicago",0,54,72841.97,"Married","Male","No",7.65593436,7,0,0,"Yes","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","No","Yes","No","No","Yes","Bank Transfer(automatic)",24.02275725,127.481989,2112.65313,4,6,4,5,4,5,4,5
"1676",1863,"Other","MS","Other",39466,30.54012,-89.6386,"Urban","America/Chicago",4,81,1441.97,"Never Married","Female","No",11.28908676,7,0,1,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","No","No","No","No","Yes","Bank Transfer(automatic)",8.006997906,127.478341,1233.807825,4,3,4,3,3,4,4,4
"1677",1864,"Other","NY","Greene",12444,42.26319,-74.29672,"Rural","America/New_York",3,21,23134.96,"Married","Male","No",5.772508536,11,0,0,"No","Month-to-month","No","No","None","Yes","Yes","No","No","No","No","No","Yes","Yes","Credit Card (automatic)",6.563038653,147.471303,1034.69512,2,2,4,3,3,2,4,6
"1678",1865,"Other","IL","Other",61942,39.81517,-88.00608,"Urban","America/Chicago",1,47,36250.96,"Never Married","Male","Yes",7.732225598,9,1,0,"No","Month-to-month","No","No","None","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Electronic Check",5.291754183,169.967067,877.7050261,3,4,5,3,4,2,5,5
"1679",1866,"Other","LA","Other",71459,31.07666,-93.21793,"Rural","America/Chicago",4,47,15395.09,"Never Married","Male","No",7.73492925,6,0,1,"No","One year","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","Yes","No","No","Electronic Check",15.18780416,137.439154,1615.87994,4,3,5,4,2,6,5,5
"1680",1867,"Other","PA","Other",18062,40.50251,-75.58301,"Rural","America/New_York",2,57,14379.3,"Widowed","Female","No",13.60282892,8,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","Yes","No","No","No","No","No","Yes","Mailed Check",10.38039309,114.972827,959.951483,4,4,2,3,6,2,2,2
"1681",1868,"Other","IA","Other",52220,41.72826,-91.99844,"Suburban","America/Chicago",6,19,57776.5,"Married","Female","No",12.79857643,9,3,0,"No","Two Year","No","No","Fiber Optic","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Credit Card (automatic)",14.45556293,149.977753,1639.902323,3,3,4,4,4,4,4,4
"1682",1869,"Other","PA","Other",16509,42.05876,-80.04256,"Suburban","America/New_York",7,52,57622.01,"Divorced","Female","Yes",10.83103688,15,2,1,"No","One year","Yes","No","DSL","Yes","No","Yes","No","No","No","Yes","Yes","No","Mailed Check",7.32906366,190.12704,1751.02003,4,4,4,2,4,2,4,3
"1683",1870,"Other","KY","Other",41464,37.66765,-82.97331,"Urban","America/New_York",5,84,19430.58,"Separated","Female","No",10.57996614,17,1,0,"No","Two Year","No","Yes","Fiber Optic","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Mailed Check",9.351000629,174.961766,1173.562649,4,4,4,4,1,5,4,4
"1684",1871,"Other","NY","Other",14072,43.01819,-78.96356,"Suburban","Other",3,80,42920.9,"Never Married","Male","Yes",11.97456051,9,2,1,"Yes","Month-to-month","Yes","No","None","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Bank Transfer(automatic)",10.86852566,162.511928,1354.387011,5,4,5,4,3,4,3,5
"1685",1872,"Other","NY","Other",14480,42.83948,-77.70683,"Urban","America/New_York",3,58,69004.81,"Divorced","Male","No",12.23746964,12,1,0,"No","Two Year","No","No","None","Yes","No","No","No","No","No","Yes","No","Yes","Bank Transfer(automatic)",3.997019354,104.962874,632.0815033,4,5,4,5,3,4,4,3
"1686",1873,"Other","AL","Other",36272,33.94169,-85.596,"Urban","America/Chicago",2,61,13805.45,"Divorced","Female","Yes",15.43208187,14,0,0,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Credit Card (automatic)",2.231526082,174.958118,1054.384865,5,6,5,3,3,6,4,4
"1687",1874,"Other","WV","Other",25109,38.52787,-81.85533,"Urban","America/New_York",4,47,1753.08,"Never Married","Male","Yes",11.76568434,12,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Bank Transfer(automatic)",2.384942381,252.62403,904.5789623,2,1,2,5,5,4,2,3
"1688",1875,"Other","MN","Other",55983,44.28609,-92.80949,"Urban","America/Chicago",3,55,55200.2,"Widowed","Female","Yes",5.649781948,12,2,1,"No","Month-to-month","Yes","No","Fiber Optic","No","Yes","No","No","Yes","No","No","No","No","Credit Card (automatic)",4.992706522,157.483594,637.7315432,3,3,3,3,3,5,3,1
"1689",1876,"Other","LA","Other",70030,29.81729,-90.43232,"Urban","America/Chicago",3,89,4592.51,"Divorced","Female","No",10.96531534,15,2,1,"No","One year","Yes","Yes","None","Yes","No","No","No","Yes","No","No","Yes","Yes","Credit Card (automatic)",7.827055149,127.488728,846.2276311,3,3,2,4,5,3,1,3
"1690",1877,"Other","NY","Other",12978,44.61633,-73.80874,"Rural","America/New_York",1,81,9582.53,"Divorced","Male","Yes",12.34162424,10,1,0,"Yes","One year","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Credit Card (automatic)",2.153167182,275.119794,775.7502457,3,3,2,4,4,3,3,3
"1691",1878,"Other","NM","Other",87063,34.50111,-105.85749,"Urban","America/Denver",3,81,21599.91,"Never Married","Female","No",10.12925966,13,2,0,"No","Month-to-month","No","No","None","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Mailed Check",8.209710913,159.994242,975.7615787,2,2,2,3,5,3,2,3
"1692",1879,"Other","VA","Other",23840,37.05936,-77.66519,"Urban","America/New_York",1,43,80120.44,"Married","Male","Yes",10.35620722,9,0,0,"No","Month-to-month","No","No","None","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Electronic Check",7.19812868,172.503404,1042.502776,4,3,4,4,2,4,5,4
"1693",1880,"Other","FL","Other",33576,28.32589,-82.32911,"Rural","America/New_York",4,84,67228.71,"Widowed","Male","Yes",11.41693893,13,0,0,"No","Two Year","Yes","No","DSL","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Electronic Check",7.40216226,212.641455,1621.058909,3,3,3,4,3,4,3,4
"1694",1881,"Other","CA","Other",93240,35.61358,-118.44268,"Urban","America/Los_Angeles",0,57,18651.96,"Never Married","Female","Yes",10.78909418,6,1,1,"No","One year","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Electronic Check",18.37212028,204.963371,1924.903884,4,4,4,3,2,3,4,3
"1695",1882,"Other","AL","Other",35951,34.34125,-86.16165,"Rural","America/Chicago",2,73,97463.9,"Widowed","Male","No",7.1972748,16,0,0,"Yes","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Mailed Check",5.731198479,169.992756,695.0510444,5,6,4,3,2,5,4,5
"1696",1883,"Other","ID","Other",83332,42.80193,-114.92051,"Suburban","America/Boise",4,37,14638.17,"Divorced","Male","Yes",9.713763237,13,2,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Bank Transfer(automatic)",2.497790261,172.470522,1178.564131,4,3,3,2,4,3,4,4
"1697",1885,"Other","OH","Other",45685,38.93038,-82.44969,"Urban","America/New_York",0,40,46974.79,"Widowed","Female","No",7.633282055,14,0,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","No","Yes","No","No","No","No","Electronic Check",3.386665328,124.97808,391.0106655,3,3,4,2,4,3,4,3
"1698",1886,"Other","KS","Other",66027,39.36566,-94.9159,"Urban","America/Chicago",3,62,49939.39,"Married","Female","Yes",6.398169663,14,2,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Bank Transfer(automatic)",3.032321354,207.49737,693.358004,4,5,5,2,5,3,4,4
"1699",1887,"Other","TX","Other",75565,32.93731,-94.07212,"Suburban","America/Chicago",1,69,10584.2,"Married","Male","No",11.55394954,16,1,2,"No","One year","No","No","Fiber Optic","Yes","Yes","No","No","No","No","No","Yes","Yes","Mailed Check",2.678577227,179.947583,497.4668116,3,3,3,2,2,6,4,4
